order_id,customer_id,ship_mode,vendor_id,order_status,order_purchase_date,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
CA-2015-138534,JM-15535,Second Class,VEN03,shipped,7-27-18 2:16 PM,7-27-18 2:30 PM,7-30-18 11:28 AM,,20-08-2018
CA-2015-138625,EG-13900,First Class,VEN01,delivered,3-11-18 10:10 PM,3-11-18 10:28 PM,3-12-18 10:54 PM,3-21-18 12:42 AM,04-04-2018
CA-2015-138674,KB-16585,First Class,VEN01,delivered,7-12-18 8:05 PM,7-13-18 3:45 PM,7-18-18 3:06 PM,7-25-18 8:32 PM,06-08-2018
CA-2015-138898,JH-16180,Standard Class,VEN02,delivered,8-1-18 12:57 PM,8-3-18 2:35 AM,8-3-18 12:26 PM,8-8-18 9:32 PM,15-08-2018
CA-2015-138954,MH-17785,First Class,VEN03,delivered,1-25-18 3:39 PM,1-26-18 3:17 AM,1-30-18 2:42 PM,2-3-18 1:58 PM,09-02-2018
CA-2015-139094,MO-17800,Standard Class,VEN01,delivered,5-11-18 8:07 PM,5-11-18 8:30 PM,5-16-18 3:14 PM,5-19-18 1:42 PM,23-05-2018
CA-2015-139164,CS-12355,Standard Class,VEN02,delivered,11-29-17 6:05 PM,11-29-17 6:14 PM,12-4-17 6:38 PM,12-20-17 8:22 PM,27-12-2017
CA-2015-139248,RD-19930,Standard Class,VEN04,delivered,12-8-17 1:24 PM,12-12-17 3:36 AM,12-13-17 7:17 PM,12-17-17 3:09 PM,27-12-2017
CA-2015-139290,MY-17380,Standard Class,VEN02,delivered,6-7-18 3:50 PM,6-7-18 4:20 PM,6-8-18 12:09 PM,6-11-18 7:28 PM,25-06-2018
CA-2015-139374,AR-10345,Standard Class,VEN03,delivered,7-25-18 9:12 PM,7-25-18 9:25 PM,7-26-18 1:27 PM,7-30-18 9:36 PM,08-08-2018
CA-2015-139584,EM-13810,Standard Class,VEN05,delivered,1-3-18 3:32 PM,1-3-18 3:46 PM,1-11-18 2:37 PM,1-12-18 9:06 PM,19-01-2018
CA-2015-139731,JE-15745,Same Day,VEN02,delivered,10-19-17 12:31 PM,10-19-17 1:06 PM,10-20-17 2:32 PM,10-23-17 3:28 PM,31-10-2017
CA-2015-139738,DK-12895,Standard Class,VEN01,delivered,8-12-18 10:48 PM,8-13-18 10:45 PM,8-15-18 8:11 AM,8-20-18 6:07 PM,29-08-2018
CA-2015-139780,AH-10690,Second Class,VEN05,delivered,5-15-17 5:13 PM,5-17-17 4:02 AM,5-22-17 3:49 PM,5-30-17 3:27 PM,06-06-2017
CA-2015-139850,GB-14575,Standard Class,VEN02,delivered,10-7-16 4:56 PM,10-7-16 5:32 PM,10-21-16 11:47 AM,10-26-16 3:27 PM,29-11-2016
CA-2015-139962,Dp-13240,Standard Class,VEN03,delivered,3-20-18 4:13 PM,3-21-18 9:48 AM,3-22-18 9:29 PM,3-24-18 12:32 AM,02-04-2018
CA-2015-140025,PF-19120,Standard Class,VEN02,delivered,2-15-17 10:48 PM,2-15-17 10:55 PM,2-17-17 10:10 AM,3-1-17 10:45 AM,14-03-2017
CA-2015-140144,SC-20770,Second Class,VEN05,delivered,9-26-17 11:20 PM,9-26-17 11:35 PM,9-30-17 1:55 PM,10-10-17 7:03 PM,11-10-2017
CA-2015-140221,MS-17365,Second Class,VEN03,delivered,2-1-18 9:03 AM,2-1-18 9:15 AM,2-3-18 2:52 AM,2-21-18 7:08 PM,05-03-2018
CA-2015-140375,SG-20470,Second Class,VEN02,delivered,9-28-17 11:06 PM,9-28-17 11:25 PM,9-29-17 3:28 PM,10-4-17 6:46 PM,20-10-2017
CA-2015-140410,CM-12655,Standard Class,VEN04,delivered,8-20-18 8:31 PM,8-21-18 4:10 AM,8-21-18 2:00 PM,8-27-18 5:30 PM,05-09-2018
CA-2015-140557,TN-21040,Standard Class,VEN01,delivered,4-29-18 6:19 PM,4-29-18 6:35 PM,5-3-18 11:09 AM,5-16-18 6:52 PM,07-06-2018
CA-2015-140718,FA-14230,First Class,VEN04,delivered,4-9-17 4:40 PM,4-9-17 5:20 PM,4-11-17 12:15 PM,4-18-17 1:41 PM,02-05-2017
CA-2015-140830,PS-18970,Second Class,VEN03,delivered,5-30-18 6:20 PM,5-30-18 6:31 PM,6-4-18 2:13 PM,6-8-18 3:38 PM,25-06-2018
CA-2015-140921,AA-10375,First Class,VEN03,delivered,6-10-17 12:11 AM,6-10-17 1:10 AM,6-12-17 2:34 PM,6-29-17 12:35 PM,07-07-2017
CA-2015-140984,CC-12685,Standard Class,VEN03,delivered,9-13-17 5:53 PM,9-15-17 2:24 AM,9-20-17 1:35 PM,10-3-17 9:13 PM,16-10-2017
CA-2015-141012,TG-21640,Second Class,VEN01,delivered,8-26-17 3:49 PM,8-26-17 4:04 PM,8-28-17 3:35 PM,8-31-17 4:43 PM,14-09-2017
CA-2015-141040,TB-21250,Second Class,VEN01,delivered,9-16-17 12:40 PM,9-19-17 3:55 AM,9-19-17 6:42 PM,9-20-17 7:13 PM,28-09-2017
CA-2015-141145,DB-13405,Standard Class,VEN04,delivered,2-3-18 7:36 PM,2-5-18 11:30 AM,2-20-18 1:27 PM,3-2-18 8:02 PM,02-04-2018
CA-2015-141243,AH-10465,Second Class,VEN03,delivered,3-6-18 4:03 PM,3-6-18 4:41 PM,3-8-18 6:58 PM,4-9-18 4:36 PM,03-04-2018
CA-2015-141250,PM-18940,Standard Class,VEN02,delivered,12-12-17 8:57 PM,12-12-17 9:11 PM,12-18-17 9:19 PM,1-3-18 6:32 PM,05-01-2018
CA-2015-141327,LR-16915,First Class,VEN05,delivered,7-1-18 5:20 PM,7-1-18 5:35 PM,7-2-18 10:27 AM,7-6-18 4:41 PM,23-07-2018
CA-2015-141565,BG-11035,Standard Class,VEN03,delivered,10-30-17 10:06 PM,10-31-17 10:28 AM,10-31-17 5:47 PM,11-6-17 9:06 PM,16-11-2017
CA-2015-141593,DB-12970,Second Class,VEN05,delivered,8-11-17 4:28 PM,8-11-17 4:43 PM,8-14-17 7:57 PM,8-15-17 6:07 PM,24-08-2017
CA-2015-141740,JF-15490,Standard Class,VEN01,delivered,9-15-17 11:59 AM,9-15-17 12:10 PM,10-10-17 7:39 PM,10-20-17 9:42 PM,04-10-2017
CA-2015-141754,EM-14200,Standard Class,VEN02,delivered,2-20-18 3:02 PM,2-21-18 6:20 AM,2-21-18 8:22 PM,3-20-18 8:28 PM,21-03-2018
CA-2015-141768,NP-18685,Second Class,VEN03,delivered,9-6-17 1:07 PM,9-6-17 1:15 PM,9-12-17 7:58 PM,9-18-17 8:12 PM,26-09-2017
CA-2015-141810,BB-10990,Standard Class,VEN04,delivered,12-1-17 10:37 PM,12-1-17 10:52 PM,12-5-17 8:59 PM,12-6-17 7:09 PM,27-12-2017
CA-2015-141936,PN-18775,Standard Class,VEN01,delivered,12-27-17 10:37 PM,12-27-17 10:48 PM,12-28-17 6:36 PM,1-3-18 10:59 AM,22-01-2018
CA-2015-142027,JK-15370,Standard Class,VEN02,delivered,2-18-18 10:17 AM,2-18-18 11:26 AM,2-21-18 9:05 PM,3-2-18 12:47 AM,13-03-2018
CA-2015-142041,EM-13810,Second Class,VEN04,delivered,2-20-17 1:10 AM,2-21-17 4:35 AM,3-24-17 11:13 AM,3-29-17 9:37 AM,21-03-2017
CA-2015-142055,AB-10255,First Class,VEN03,delivered,5-24-17 9:46 AM,5-24-17 10:02 AM,5-25-17 10:03 AM,5-26-17 4:13 PM,06-06-2017
CA-2015-142139,SD-20485,Standard Class,VEN01,delivered,3-21-18 9:42 AM,3-21-18 9:50 AM,3-21-18 7:46 PM,4-6-18 11:46 PM,24-04-2018
CA-2015-142202,JR-16210,Second Class,VEN04,delivered,4-20-18 4:17 PM,4-24-18 7:01 PM,4-23-18 10:41 PM,5-3-18 3:42 PM,09-05-2018
CA-2015-142237,CK-12595,First Class,VEN03,delivered,11-5-17 3:53 PM,11-7-17 7:30 AM,11-13-17 6:22 PM,11-21-17 6:54 PM,30-11-2017
CA-2015-142377,MS-17980,Standard Class,VEN04,delivered,1-19-18 6:07 PM,1-19-18 6:20 PM,1-23-18 5:21 PM,2-1-18 12:08 AM,14-02-2018
CA-2015-142419,SC-20380,Second Class,VEN02,delivered,3-30-18 10:45 AM,4-3-18 5:08 AM,4-4-18 9:21 PM,4-6-18 9:06 PM,20-04-2018
CA-2015-142433,ES-14020,Standard Class,VEN01,delivered,6-17-18 8:16 PM,6-17-18 8:33 PM,6-20-18 12:16 PM,6-21-18 4:32 PM,26-07-2018
CA-2015-142454,RE-19450,Standard Class,VEN05,delivered,1-19-17 8:45 PM,1-21-17 3:10 AM,1-25-17 9:24 AM,1-30-17 7:47 PM,17-02-2017
CA-2015-142475,BS-11380,Standard Class,VEN05,delivered,7-2-18 8:31 PM,7-5-18 4:14 PM,7-17-18 10:28 AM,7-24-18 12:21 AM,27-07-2018
CA-2015-142601,DE-13255,Second Class,VEN04,delivered,5-30-18 8:23 PM,5-31-18 3:36 AM,6-1-18 11:53 AM,6-6-18 7:58 PM,04-07-2018
CA-2015-142692,AG-10495,Standard Class,VEN02,delivered,1-7-18 10:18 AM,1-7-18 10:27 AM,1-9-18 11:39 PM,1-16-18 10:41 PM,02-02-2018
CA-2015-142734,DM-13345,Standard Class,VEN03,delivered,5-4-17 9:25 PM,5-4-17 9:35 PM,5-5-17 1:30 PM,5-15-17 10:32 AM,29-05-2017
CA-2015-142755,CS-12355,Standard Class,VEN01,delivered,6-20-18 11:08 AM,6-20-18 11:26 AM,6-20-18 2:50 PM,6-21-18 7:45 PM,03-07-2018
CA-2015-142930,EB-14170,Standard Class,VEN02,delivered,3-17-17 3:57 PM,3-17-17 3:57 PM,3-20-17 9:38 AM,3-29-17 12:03 PM,07-04-2017
CA-2015-142937,SF-20065,First Class,VEN01,delivered,6-29-17 5:33 PM,6-29-17 5:43 PM,6-30-17 2:33 PM,7-4-17 3:22 PM,21-07-2017
CA-2015-142944,JL-15850,Standard Class,VEN03,delivered,10-11-17 4:41 PM,10-11-17 4:56 PM,10-17-17 1:53 PM,10-30-17 3:33 PM,03-11-2017
CA-2015-142993,KA-16525,Standard Class,VEN04,delivered,2-20-17 7:21 PM,2-20-17 7:35 PM,2-22-17 10:02 AM,2-24-17 8:08 AM,17-03-2017
CA-2015-143077,SF-20965,Standard Class,VEN03,delivered,5-31-18 9:30 AM,5-31-18 9:51 AM,6-1-18 11:20 AM,6-13-18 5:24 PM,05-07-2018
CA-2015-143105,MA-17560,Same Day,VEN02,delivered,12-26-17 1:53 PM,12-26-17 2:08 PM,12-27-17 11:07 PM,1-10-18 8:28 PM,23-01-2018
CA-2015-143119,MC-17275,Standard Class,VEN03,unavailable,11-23-17 10:53 AM,11-23-17 11:08 AM,,,20-12-2017
CA-2015-143147,PS-18760,Second Class,VEN05,delivered,3-15-18 10:39 AM,3-17-18 2:50 AM,3-19-18 1:55 PM,3-28-18 6:21 PM,13-04-2018
CA-2015-143238,LO-17170,First Class,VEN01,delivered,3-5-18 3:46 AM,3-5-18 4:40 AM,3-8-18 4:26 PM,3-14-18 4:41 PM,21-03-2018
CA-2015-143364,TG-21310,Second Class,VEN02,delivered,1-10-18 11:05 PM,1-10-18 11:13 PM,1-12-18 11:58 PM,1-29-18 6:42 PM,02-02-2018
CA-2015-143490,NP-18325,Standard Class,VEN03,delivered,10-3-17 2:44 PM,10-5-17 2:49 AM,10-6-17 10:44 PM,10-11-17 7:07 PM,01-11-2017
CA-2015-143532,DC-12850,Standard Class,VEN03,delivered,3-8-17 4:52 PM,3-8-17 4:52 PM,3-9-17 9:12 AM,3-21-17 6:39 PM,04-04-2017
CA-2015-143602,JS-15595,Second Class,VEN02,delivered,4-27-18 10:24 AM,4-27-18 10:35 AM,5-4-18 3:54 PM,5-11-18 8:21 PM,28-05-2018
CA-2015-143616,SS-20140,Second Class,VEN03,delivered,1-17-18 7:29 PM,1-17-18 7:49 PM,1-18-18 10:48 PM,1-20-18 4:57 PM,07-02-2018
CA-2015-143700,AS-10240,Same Day,VEN04,delivered,3-15-17 7:57 PM,3-15-17 7:57 PM,3-20-17 8:48 AM,3-27-17 2:44 PM,05-04-2017
CA-2015-143882,DB-13360,Standard Class,VEN02,delivered,6-19-18 2:21 PM,6-19-18 2:38 PM,6-21-18 6:50 PM,6-25-18 5:05 PM,03-07-2018
CA-2015-143980,JK-15640,Standard Class,VEN04,delivered,8-24-17 4:36 PM,8-25-17 3:05 PM,8-31-17 9:26 PM,9-1-17 5:27 PM,06-09-2017
CA-2015-144043,AB-10165,Standard Class,VEN04,delivered,1-9-18 9:50 PM,1-10-18 10:31 AM,1-16-18 11:52 AM,1-19-18 11:57 PM,07-02-2018
CA-2015-144099,PO-19195,Same Day,VEN01,canceled,2-8-18 4:39 PM,2-8-18 5:29 PM,,,08-03-2018
CA-2015-144190,NC-18415,Standard Class,VEN04,delivered,10-15-17 12:58 PM,10-17-17 4:09 AM,10-20-17 5:06 PM,10-21-17 12:23 PM,26-10-2017
CA-2015-144253,AS-10225,Second Class,VEN05,delivered,3-19-18 5:18 PM,3-19-18 5:49 PM,3-20-18 9:25 PM,3-23-18 12:51 AM,29-03-2018
CA-2015-144267,NZ-18565,First Class,VEN02,delivered,8-20-18 5:38 PM,8-20-18 5:50 PM,8-21-18 1:09 PM,8-22-18 7:29 PM,24-08-2018
CA-2015-144274,PW-19240,Second Class,VEN01,delivered,7-30-17 7:43 PM,7-31-17 7:35 PM,8-3-17 3:36 PM,8-16-17 7:13 PM,01-09-2017
CA-2015-144288,MB-17305,Standard Class,VEN01,delivered,1-17-18 10:38 PM,1-17-18 10:50 PM,1-18-18 12:32 PM,1-27-18 4:18 PM,07-02-2018
CA-2015-144302,ME-17320,Standard Class,VEN03,delivered,11-24-17 7:29 PM,11-24-17 11:35 PM,11-27-17 9:42 PM,12-4-17 3:55 PM,15-12-2017
CA-2015-144386,GT-14635,Standard Class,VEN04,delivered,5-28-18 5:11 PM,5-28-18 5:30 PM,5-29-18 10:25 AM,6-1-18 2:19 PM,20-06-2018
CA-2015-144519,AW-10930,Standard Class,VEN05,delivered,10-4-17 6:37 AM,10-4-17 6:49 AM,10-16-17 9:35 PM,10-30-17 5:27 PM,10-11-2017
CA-2015-144652,SN-20560,Standard Class,VEN01,delivered,8-9-18 3:05 PM,8-9-18 5:24 PM,8-9-18 3:24 PM,8-14-18 6:11 PM,22-08-2018
CA-2015-144722,MF-18250,Standard Class,VEN04,delivered,12-27-17 8:24 PM,12-27-17 8:35 PM,12-28-17 6:28 PM,12-29-17 1:17 PM,16-01-2018
CA-2015-144806,GH-14425,Standard Class,VEN02,delivered,9-1-17 4:30 PM,9-1-17 4:45 PM,9-4-17 7:12 PM,9-8-17 8:33 PM,25-09-2017
CA-2015-144890,SM-20320,Standard Class,VEN02,delivered,5-21-17 7:07 PM,5-21-17 7:15 PM,5-22-17 1:22 PM,5-25-17 10:08 AM,13-06-2017
CA-2015-145065,DK-13375,First Class,VEN05,delivered,10-6-16 5:42 PM,10-6-16 6:11 PM,10-30-16 11:38 AM,10-31-16 11:38 AM,30-11-2016
CA-2015-145184,JD-16150,First Class,VEN02,delivered,11-24-17 11:47 PM,11-25-17 2:34 AM,11-30-17 3:25 PM,12-8-17 8:51 PM,14-12-2017
CA-2015-145324,DH-13675,Standard Class,VEN03,delivered,5-16-18 4:46 PM,5-16-18 5:21 PM,5-21-18 2:47 PM,6-7-18 5:28 PM,18-06-2018
CA-2015-145352,CM-12385,Standard Class,VEN02,delivered,8-28-17 2:43 PM,8-28-17 2:55 PM,8-29-17 10:03 PM,9-1-17 8:19 PM,14-09-2017
CA-2015-145394,MC-17605,Standard Class,VEN04,delivered,7-26-17 11:09 AM,7-26-17 11:23 AM,8-2-17 11:55 AM,8-8-17 10:27 AM,22-08-2017
CA-2015-145401,JP-15520,Standard Class,VEN05,delivered,5-31-17 3:39 PM,5-31-17 3:50 PM,6-2-17 3:34 PM,6-7-17 9:38 AM,23-06-2017
CA-2015-145415,RD-19660,Second Class,VEN04,delivered,6-29-18 8:09 PM,7-5-18 4:24 PM,7-6-18 8:41 AM,7-12-18 8:38 PM,03-08-2018
CA-2015-145457,CP-12085,Second Class,VEN03,delivered,8-9-18 4:08 PM,8-9-18 5:30 PM,8-13-18 3:54 PM,8-16-18 4:52 PM,22-08-2018
CA-2015-145485,JM-16195,Same Day,VEN01,delivered,3-8-17 3:05 PM,3-8-17 3:05 PM,3-9-17 3:52 PM,3-31-17 3:03 PM,04-04-2017
CA-2015-145758,BF-11020,Same Day,VEN04,delivered,4-19-18 6:41 PM,4-19-18 6:51 PM,4-20-18 11:30 PM,4-24-18 10:14 PM,04-05-2018
CA-2015-145814,KD-16345,Standard Class,VEN03,delivered,12-2-17 10:04 AM,12-5-17 4:13 AM,12-7-17 7:12 PM,1-11-18 7:34 PM,10-01-2018
CA-2015-145821,JB-15400,Standard Class,VEN05,delivered,5-22-18 11:33 PM,5-23-18 7:19 AM,5-23-18 12:10 PM,5-25-18 5:56 PM,30-05-2018
CA-2015-145828,MB-17305,First Class,VEN04,delivered,7-22-18 5:13 PM,7-24-18 11:33 AM,7-31-18 9:25 AM,8-8-18 12:32 AM,17-08-2018
CA-2015-145835,BF-11170,Second Class,VEN02,delivered,7-3-18 1:17 AM,7-3-18 1:30 AM,7-3-18 1:58 PM,7-11-18 10:52 PM,08-08-2018
CA-2015-145849,CT-11995,Second Class,VEN03,delivered,6-16-18 4:02 PM,6-19-18 6:35 AM,6-19-18 1:06 PM,6-22-18 11:03 PM,11-07-2018
CA-2015-146038,SJ-20215,Standard Class,VEN02,delivered,11-13-17 5:16 PM,11-13-17 5:30 PM,11-14-17 7:48 PM,11-21-17 5:25 PM,07-12-2017
CA-2015-146087,PP-18955,Standard Class,VEN03,delivered,8-7-17 12:13 PM,8-7-17 12:43 PM,8-8-17 1:32 PM,8-17-17 6:24 PM,29-08-2017
CA-2015-146255,EM-14140,First Class,VEN02,delivered,7-7-17 8:00 PM,7-11-17 4:05 AM,7-11-17 7:52 PM,7-19-17 6:12 PM,31-07-2017
CA-2015-146262,VW-21775,Standard Class,VEN05,delivered,7-29-18 9:02 PM,7-29-18 9:15 PM,7-30-18 11:24 AM,7-31-18 10:16 PM,24-08-2018
CA-2015-146290,SV-20815,Standard Class,VEN04,delivered,9-11-17 8:32 AM,9-11-17 8:45 AM,9-12-17 8:57 PM,9-18-17 7:56 PM,27-09-2017
CA-2015-146465,PB-18805,Standard Class,VEN01,delivered,10-13-17 10:22 AM,10-13-17 10:49 AM,10-13-17 4:46 PM,10-17-17 10:22 PM,31-10-2017
CA-2015-146486,DV-13465,Second Class,VEN03,delivered,4-22-18 9:15 PM,4-24-18 7:24 PM,4-23-18 11:21 PM,4-24-18 3:32 PM,10-05-2018
CA-2015-146563,CB-12025,Standard Class,VEN03,delivered,3-15-18 12:40 PM,3-16-18 3:50 AM,3-20-18 12:12 AM,3-26-18 3:04 PM,04-04-2018
CA-2015-146675,SB-20185,Standard Class,VEN04,delivered,3-19-17 5:06 PM,3-19-17 5:06 PM,3-27-17 11:42 AM,3-31-17 10:45 AM,25-04-2017
CA-2015-146696,RD-19480,Standard Class,VEN01,unavailable,4-20-17 7:01 PM,4-25-17 8:22 AM,,,16-05-2017
CA-2015-146829,TS-21340,Same Day,VEN02,delivered,4-20-18 3:12 PM,4-24-18 7:26 PM,4-23-18 10:03 PM,4-30-18 7:21 PM,18-05-2018
CA-2015-146948,MG-17890,Standard Class,VEN03,delivered,8-2-17 6:14 AM,8-2-17 6:25 AM,8-2-17 8:52 PM,8-8-17 8:55 PM,31-08-2017
CA-2015-147011,HR-14830,Standard Class,VEN02,delivered,3-24-18 3:09 PM,3-27-18 4:08 AM,3-27-18 8:13 PM,3-28-18 9:27 PM,06-04-2018
CA-2015-147102,NH-18610,Standard Class,VEN05,delivered,12-7-17 4:07 PM,12-7-17 4:16 PM,12-8-17 9:54 PM,12-15-17 3:32 PM,04-01-2018
CA-2015-147501,Co-12640,Standard Class,VEN01,delivered,9-20-17 5:10 PM,9-21-17 2:45 AM,9-22-17 6:33 PM,9-25-17 3:39 PM,09-10-2017
CA-2015-147529,DK-12835,Standard Class,VEN05,delivered,8-9-17 4:19 PM,8-10-17 10:15 AM,8-11-17 6:45 PM,8-15-17 7:45 PM,22-08-2017
CA-2015-147690,SC-20020,Standard Class,VEN03,delivered,1-26-18 4:34 PM,1-26-18 5:32 PM,1-29-18 8:44 PM,2-1-18 4:35 PM,09-02-2018
CA-2015-147788,TM-21010,Standard Class,VEN03,delivered,1-12-18 4:19 PM,1-12-18 4:29 PM,1-17-18 6:32 PM,1-23-18 10:17 PM,09-02-2018
CA-2015-147816,CM-11935,Second Class,VEN01,delivered,6-5-18 5:00 PM,6-5-18 5:15 PM,6-7-18 12:11 PM,6-13-18 6:05 PM,12-07-2018
CA-2015-147830,NF-18385,First Class,VEN02,delivered,3-30-17 1:34 PM,3-30-17 1:45 PM,3-31-17 9:59 AM,4-15-17 1:22 PM,19-04-2017
CA-2015-147851,MP-17470,Standard Class,VEN03,delivered,5-22-17 7:49 PM,5-24-17 10:02 AM,6-1-17 2:27 PM,6-13-17 2:12 PM,20-06-2017
CA-2015-147879,CC-12220,Standard Class,VEN02,delivered,12-27-17 8:12 PM,12-27-17 8:19 PM,1-17-18 8:28 PM,1-31-18 11:36 PM,05-02-2018
CA-2015-148180,BP-11095,Standard Class,VEN05,delivered,7-13-17 4:42 PM,7-13-17 4:55 PM,7-19-17 6:26 PM,7-27-17 9:29 PM,04-08-2017
CA-2015-148250,RP-19270,Standard Class,VEN01,delivered,5-12-17 10:34 PM,5-12-17 10:50 PM,5-16-17 2:12 PM,5-19-17 10:19 AM,30-05-2017
CA-2015-148376,AG-10900,Standard Class,VEN02,delivered,5-16-18 12:11 PM,5-16-18 12:39 PM,5-16-18 1:31 PM,5-25-18 4:32 PM,21-06-2018
CA-2015-148432,MC-18130,Second Class,VEN03,delivered,3-6-18 8:35 PM,3-6-18 8:50 PM,3-9-18 8:48 PM,3-13-18 6:32 PM,16-03-2018
CA-2015-148495,SF-20065,Same Day,VEN04,delivered,8-20-18 3:17 PM,8-21-18 4:29 AM,8-21-18 2:24 PM,8-22-18 9:32 PM,27-08-2018
CA-2015-148628,KM-16375,Standard Class,VEN02,delivered,7-3-18 8:54 PM,7-5-18 4:12 PM,7-4-18 2:30 PM,7-13-18 7:03 PM,27-07-2018
CA-2015-148635,MH-18025,Second Class,VEN03,delivered,5-4-18 9:39 AM,5-4-18 9:55 AM,5-4-18 2:52 PM,5-11-18 8:21 PM,08-06-2018
CA-2015-148705,EB-14170,Standard Class,VEN05,delivered,7-11-18 8:57 AM,7-11-18 9:10 AM,7-18-18 1:31 PM,7-27-18 9:14 PM,02-08-2018
CA-2015-148712,JM-15535,Standard Class,VEN01,delivered,3-17-18 10:26 PM,3-17-18 10:48 PM,3-28-18 5:06 PM,4-4-18 11:19 AM,10-04-2018
CA-2015-148859,FH-14350,Standard Class,VEN03,delivered,6-24-18 10:33 PM,6-24-18 10:53 PM,6-25-18 3:18 PM,6-26-18 6:33 PM,05-07-2018
CA-2015-148873,EM-13960,Standard Class,VEN02,delivered,2-22-18 1:14 AM,2-22-18 1:28 AM,2-22-18 9:19 PM,3-2-18 4:09 PM,15-03-2018
CA-2015-148964,RD-19900,Standard Class,VEN01,delivered,3-23-17 3:29 PM,3-23-17 3:43 PM,3-27-17 10:20 AM,3-31-17 8:20 PM,19-04-2017
CA-2015-149083,SH-19975,Standard Class,VEN04,delivered,7-8-17 8:30 AM,7-8-17 8:43 AM,7-10-17 7:52 PM,7-13-17 8:28 PM,28-07-2017
CA-2015-149097,SV-20785,Standard Class,VEN05,delivered,8-21-18 4:09 PM,8-23-18 8:45 AM,8-24-18 2:11 PM,8-29-18 3:16 PM,14-09-2018
CA-2015-149300,BH-11710,First Class,VEN05,delivered,11-20-17 11:44 AM,11-20-17 11:56 AM,11-21-17 3:47 PM,11-30-17 10:04 PM,08-12-2017
CA-2015-149342,TS-21160,Standard Class,VEN03,delivered,3-23-18 10:15 PM,3-27-18 3:35 AM,3-27-18 9:34 PM,3-28-18 10:48 PM,05-04-2018
CA-2015-149384,EH-13945,Same Day,VEN04,delivered,10-14-17 11:30 AM,10-17-17 4:09 AM,10-20-17 5:05 PM,11-13-17 4:24 PM,09-11-2017
CA-2015-149517,FC-14245,Standard Class,VEN03,delivered,9-11-17 9:06 AM,9-11-17 9:24 AM,9-11-17 9:05 PM,9-15-17 8:37 PM,27-09-2017
CA-2015-149566,GB-14530,Standard Class,VEN04,delivered,7-31-17 4:24 PM,7-31-17 4:43 PM,8-2-17 6:36 PM,8-4-17 5:54 PM,22-08-2017
CA-2015-149587,KB-16315,Second Class,VEN03,delivered,1-26-18 4:04 PM,1-26-18 4:19 PM,1-30-18 7:33 PM,2-8-18 12:57 PM,19-02-2018
CA-2015-149601,TB-21625,Standard Class,VEN05,delivered,6-5-18 10:19 PM,6-7-18 2:55 AM,6-8-18 2:23 PM,6-14-18 6:21 PM,16-07-2018
CA-2015-149636,SP-20620,Standard Class,VEN02,delivered,4-8-18 9:21 AM,4-8-18 9:30 AM,4-9-18 5:41 PM,4-19-18 5:06 PM,03-05-2018
CA-2015-149650,RD-19660,First Class,VEN04,delivered,12-18-17 11:07 AM,12-18-17 12:45 PM,12-18-17 8:42 PM,12-23-17 2:32 PM,12-01-2018
CA-2015-149678,AW-10840,Second Class,VEN01,delivered,3-17-18 6:03 PM,3-17-18 6:15 PM,3-21-18 4:22 PM,4-5-18 11:18 PM,06-04-2018
CA-2015-149713,TG-21640,Second Class,VEN03,delivered,7-27-17 6:19 PM,7-29-17 2:23 AM,7-31-17 8:19 PM,8-25-17 8:05 PM,30-08-2017
CA-2015-149734,JC-16105,Standard Class,VEN02,delivered,11-21-17 2:03 AM,11-21-17 2:13 AM,11-22-17 4:55 PM,11-23-17 4:28 PM,01-12-2017
CA-2015-149748,EM-13825,Second Class,VEN02,delivered,3-8-18 9:31 AM,3-8-18 9:48 AM,3-8-18 9:27 PM,3-22-18 3:17 PM,10-04-2018
CA-2015-149811,CS-12250,Standard Class,VEN01,delivered,2-28-17 8:57 PM,2-28-17 9:10 PM,3-1-17 2:44 PM,3-3-17 7:05 AM,21-03-2017
CA-2015-149846,SB-20185,Standard Class,VEN01,shipped,7-4-17 10:50 AM,7-4-17 11:05 AM,7-5-17 5:03 PM,,03-08-2017
CA-2015-149909,RA-19915,Standard Class,VEN03,delivered,3-9-17 5:57 PM,3-9-17 5:57 PM,3-15-17 9:49 AM,3-20-17 12:57 PM,28-03-2017
CA-2015-149972,CD-12790,First Class,VEN01,delivered,5-10-18 11:06 AM,5-10-18 11:36 AM,5-15-18 8:27 AM,6-1-18 6:42 PM,08-06-2018
CA-2015-149993,GA-14725,First Class,VEN02,delivered,7-18-18 11:55 AM,7-18-18 12:10 PM,7-19-18 3:38 PM,7-30-18 7:43 PM,06-08-2018
CA-2015-150196,SR-20740,First Class,VEN05,delivered,9-11-17 4:29 PM,9-11-17 5:45 PM,9-15-17 10:52 PM,9-28-17 5:37 PM,02-10-2017
CA-2015-150308,RR-19525,Standard Class,VEN03,delivered,7-11-18 7:49 PM,7-11-18 8:06 PM,7-12-18 11:58 AM,7-13-18 5:59 PM,19-07-2018
CA-2015-150413,CS-11860,Second Class,VEN05,delivered,7-14-18 5:43 PM,7-14-18 6:04 PM,7-24-18 2:13 PM,8-1-18 6:52 PM,12-09-2018
CA-2015-150441,RA-19285,Second Class,VEN02,delivered,6-15-18 9:45 PM,6-15-18 10:20 PM,6-19-18 2:46 PM,7-2-18 5:19 PM,17-07-2018
