slno,order_id,payment_sequential,payment_type,payment_installments,payment_value
1244,US-2017-165344,1,credit_card,2,145.32
1245,CA-2015-168186,1,credit_card,5,142.46
1246,US-2017-110604,1,credit_card,1,134.5
1247,CA-2015-116750,1,credit_card,2,116.94
1248,CA-2015-162369,1,credit_card,3,238.81
1249,CA-2017-108441,1,credit_card,3,755.9
1250,CA-2015-169740,1,credit_card,1,150.87
1251,CA-2016-124051,1,credit_card,3,129.93
1252,CA-2016-149111,1,credit_card,5,122.42
1253,CA-2014-131002,1,credit_card,2,206.56
1254,US-2016-146794,1,credit_card,2,115.74
1255,CA-2017-112515,1,credit_card,4,184.93
1256,CA-2016-150343,1,credit_card,2,151.98
1257,CA-2015-135538,1,credit_card,3,144.8
1258,CA-2017-123372,1,credit_card,5,315.84
1259,CA-2017-159604,1,credit_card,1,109.3
1260,CA-2016-164784,1,credit_card,2,139
1261,CA-2016-111794,1,credit_card,5,178.89
1262,US-2015-139759,1,credit_card,1,1814.29
1263,CA-2014-126403,1,credit_card,3,190.37
1264,CA-2017-136875,1,credit_card,3,138.26
1265,US-2014-160780,1,credit_card,5,189.04
1266,CA-2017-127026,1,credit_card,1,104.55
1267,CA-2017-137085,1,credit_card,2,425.66
1268,CA-2016-133123,1,credit_card,4,131.73
1269,US-2016-128195,1,credit_card,2,169.92
1270,CA-2015-153220,1,credit_card,3,212.01
1271,CA-2014-123064,1,credit_card,10,144
1272,CA-2017-156412,1,credit_card,3,139.22
1273,US-2016-144211,1,credit_card,2,122.17
1274,CA-2016-138079,1,credit_card,8,572.87
1275,CA-2014-143182,1,credit_card,1,105.73
1276,CA-2016-161662,1,credit_card,1,113.31
1277,CA-2014-145317,1,credit_card,10,282.77
1278,CA-2014-143413,1,credit_card,10,130.01
1279,CA-2017-156818,1,credit_card,4,314.34
1280,CA-2017-155873,1,credit_card,1,200.21
1281,CA-2015-121797,1,credit_card,2,208.51
1282,US-2015-120572,1,credit_card,10,688.24
1283,CA-2017-132430,1,credit_card,1,234.57
1284,CA-2017-146031,1,credit_card,4,227.94
1285,CA-2014-110100,1,credit_card,3,241.12
1286,CA-2015-103723,1,credit_card,6,128.48
1287,CA-2014-127187,1,credit_card,8,262.24
1288,CA-2017-128475,1,credit_card,1,127.81
1289,CA-2014-100006,1,,1,674.69
1290,CA-2017-144827,1,credit_card,3,318.25
1291,CA-2014-110030,1,credit_card,7,148.71
1292,CA-2014-121286,1,credit_card,6,114.28
1293,CA-2016-164735,1,credit_card,5,151.74
1294,CA-2014-153479,1,credit_card,6,152.72
1295,CA-2017-149888,1,credit_card,1,193.72
1296,CA-2017-119193,1,credit_card,10,195.18
1297,CA-2017-104801,1,credit_card,2,106.26
1298,CA-2014-107594,1,credit_card,10,379.23
1299,CA-2015-129770,1,credit_card,5,153.7
1300,CA-2015-115798,1,credit_card,1,101.63
1301,CA-2017-122707,1,credit_card,8,136.63
1302,CA-2016-165015,1,credit_card,4,1338.51
1303,CA-2014-149244,1,credit_card,1,118.67
1304,CA-2015-140144,1,credit_card,1,134.05
1305,CA-2017-163321,1,credit_card,10,100.7
1306,CA-2014-155887,1,credit_card,8,157.06
1307,US-2015-165449,1,credit_card,10,514.6
1308,CA-2015-110247,1,credit_card,4,169.05
1309,US-2014-141257,1,credit_card,6,342.15
1310,CA-2014-158029,1,credit_card,6,187.06
1311,CA-2015-155306,1,credit_card,2,172.62
1312,CA-2016-127775,1,credit_card,3,129.11
1313,CA-2016-146171,1,credit_card,10,275.48
1314,CA-2014-129574,1,credit_card,5,236
1315,CA-2017-126536,1,credit_card,8,215.03
1316,CA-2017-165757,1,credit_card,1,110.02
1317,CA-2017-167752,1,credit_card,5,113.48
1318,US-2015-122140,1,credit_card,3,161.01
1319,CA-2016-163986,1,credit_card,6,136.91
1320,CA-2017-158967,1,credit_card,2,109.72
1321,CA-2016-131576,1,credit_card,4,157.22
1322,CA-2017-143455,1,credit_card,1,134.59
1323,CA-2016-144729,1,credit_card,5,292.59
1324,CA-2015-127019,1,credit_card,6,153.01
1325,CA-2015-138534,1,credit_card,4,243.28
1326,CA-2017-108322,1,credit_card,6,1468.45
1327,CA-2017-167668,1,credit_card,7,168.16
1328,CA-2017-146724,1,credit_card,10,121.87
1329,CA-2016-139878,1,credit_card,3,166.68
1330,US-2016-106677,1,credit_card,4,123.02
1331,CA-2016-116974,1,credit_card,6,137.93
1332,CA-2015-149972,1,credit_card,1,106.89
1333,US-2014-117744,1,credit_card,6,102.28
1334,CA-2014-125514,1,credit_card,6,353.3
1335,CA-2014-154599,1,credit_card,1,108.08
1336,CA-2017-158743,1,credit_card,8,116.85
1337,CA-2016-153318,1,credit_card,2,111.21
1338,US-2015-110163,1,credit_card,1,208.14
1339,CA-2017-143329,1,credit_card,1,243.11
1340,CA-2015-159380,1,credit_card,5,107.3
1341,CA-2015-122623,1,credit_card,3,165.8
1342,CA-2015-148635,1,credit_card,7,142.83
1343,CA-2015-135685,1,credit_card,10,198.57
1344,CA-2015-104626,1,credit_card,1,148.98
1345,CA-2016-160500,1,credit_card,1,278.18
1346,CA-2017-100202,1,credit_card,10,169.67
1347,CA-2017-131016,1,credit_card,4,253.68
1348,US-2014-112914,1,credit_card,5,614.45
1349,CA-2016-124149,1,credit_card,3,140.53
1350,CA-2014-148915,1,credit_card,3,377.99
1351,CA-2017-134649,1,credit_card,2,369.98
1352,CA-2017-110842,1,credit_card,8,123.37
1353,CA-2016-147368,1,credit_card,2,114.11
1354,US-2015-104185,1,credit_card,10,245.19
1355,US-2014-125521,1,credit_card,2,101.13
1356,US-2017-135062,1,credit_card,4,113.62
1357,CA-2017-135650,1,credit_card,1,136.28
1358,CA-2017-112865,1,credit_card,8,148.08
1359,US-2016-162852,1,credit_card,5,134.2
1360,CA-2017-138163,1,credit_card,4,215.15
1361,CA-2017-152093,1,credit_card,10,197.78
1362,CA-2017-157854,1,credit_card,6,222.62
1363,CA-2016-123617,1,credit_card,2,249.3
1364,US-2016-128293,1,credit_card,5,169.3
1365,CA-2017-107342,1,credit_card,1,104.38
1366,CA-2016-136371,1,credit_card,1,183.78
1367,CA-2017-137344,1,credit_card,1,147.15
1368,CA-2017-169810,1,credit_card,1,102.3
1369,CA-2016-128594,1,credit_card,2,101.74
1370,CA-2016-154690,1,credit_card,3,298.22
1371,CA-2017-138975,1,credit_card,3,141.74
1372,CA-2017-106537,1,credit_card,3,256.6
1373,US-2017-103828,1,credit_card,2,117.76
1374,CA-2016-115588,1,credit_card,5,110.55
1375,CA-2017-143861,1,credit_card,10,296.32
1376,CA-2014-148040,1,credit_card,4,296.72
1377,CA-2017-135167,1,credit_card,1,137.49
1378,CA-2017-137022,1,credit_card,7,470.74
1379,US-2017-102638,1,credit_card,1,1097.31
1380,US-2016-167339,1,credit_card,2,126.73
1381,CA-2016-152072,1,credit_card,8,176.65
1382,CA-2016-102932,1,credit_card,1,172.25
1383,CA-2014-165540,1,credit_card,6,216.74
1384,CA-2016-130799,1,credit_card,2,176.68
1385,CA-2016-164483,1,credit_card,3,340.12
1386,US-2016-159856,1,credit_card,3,157.3
1387,CA-2017-102099,1,credit_card,1,456.12
1388,CA-2017-164049,1,credit_card,1,112.62
1389,CA-2014-142727,1,credit_card,5,616.94
1390,CA-2017-139913,1,,1,125.68
1391,CA-2014-169033,1,credit_card,8,419.06
1392,US-2016-164630,1,credit_card,4,193.39
1393,US-2015-114839,1,credit_card,3,109.29
1394,CA-2015-166464,1,,1,171.1
1395,CA-2017-124898,1,credit_card,3,165.46
1396,CA-2016-164035,1,credit_card,1,265.49
1397,CA-2016-153577,1,credit_card,7,344.55
1398,CA-2014-127586,1,credit_card,5,118.35
1399,CA-2017-121615,1,credit_card,3,209.53
1400,CA-2017-166415,1,credit_card,1,211.6
1401,CA-2015-118444,1,credit_card,10,318.4
1402,CA-2014-113929,1,credit_card,4,366.32
1403,CA-2015-134747,1,credit_card,3,191.82
1404,CA-2017-155047,1,credit_card,5,117.85
1405,CA-2016-160129,1,credit_card,1,137.28
1406,CA-2017-164329,1,credit_card,8,274.63
1407,US-2015-141453,1,credit_card,5,106.5
1408,CA-2014-156993,1,credit_card,3,161.62
1409,CA-2014-157721,1,credit_card,1,323.54
1410,CA-2017-128629,1,credit_card,10,117.96
1411,CA-2017-158106,1,credit_card,2,143.48
1412,US-2017-120390,1,credit_card,5,363.29
1413,CA-2017-143434,1,credit_card,3,176.16
1414,CA-2015-168564,1,credit_card,8,186.7
1415,CA-2017-155880,1,credit_card,5,163.44
1416,CA-2017-126242,1,credit_card,7,108.71
1417,CA-2016-166443,1,credit_card,1,105.68
1418,CA-2017-169859,1,credit_card,4,133.52
1419,CA-2017-134915,1,credit_card,10,102.26
1420,CA-2016-153353,1,credit_card,1,128.64
1421,CA-2017-123638,1,credit_card,2,106.66
1422,CA-2017-168900,1,credit_card,2,202.68
1423,CA-2015-158456,1,credit_card,5,218.06
1424,CA-2017-143665,1,credit_card,8,222.1
1425,CA-2017-137428,1,credit_card,4,122.97
1426,CA-2014-162866,1,credit_card,3,286.66
1427,CA-2017-167941,1,credit_card,8,227.27
1428,CA-2015-137512,1,credit_card,2,122.34
1429,CA-2017-139773,1,credit_card,3,166.67
1430,CA-2017-134607,1,credit_card,8,145.22
1431,CA-2014-109232,1,credit_card,1,252.38
1432,CA-2015-139850,1,credit_card,3,118.9
1433,CA-2014-131310,1,credit_card,9,295.83
1434,US-2014-112872,1,credit_card,2,189.13
1435,CA-2016-139269,1,credit_card,2,113.24
1436,CA-2016-139010,1,credit_card,1,278.46
1437,CA-2016-134376,1,credit_card,1,107.85
1438,CA-2017-147291,1,credit_card,4,224.74
1439,CA-2016-112893,1,credit_card,4,132.61
1440,US-2014-150532,1,credit_card,10,105.37
1441,CA-2014-138317,1,,1,105.13
1442,CA-2015-130610,1,credit_card,8,863.75
1443,CA-2017-104381,1,credit_card,5,324.89
1444,CA-2016-131499,1,credit_card,4,113.14
1445,CA-2014-148761,1,credit_card,1,154.38
1446,CA-2017-116519,1,credit_card,6,308.36
1447,CA-2014-130729,1,credit_card,10,293.26
1448,CA-2016-124772,1,credit_card,6,134.6
1449,CA-2016-115525,1,credit_card,5,484.94
1450,CA-2017-134845,1,credit_card,3,183.73
1451,US-2015-138919,1,credit_card,1,248.38
1452,CA-2015-123568,1,credit_card,2,104.54
1453,CA-2017-124674,1,credit_card,2,122.47
1454,CA-2015-164441,1,credit_card,3,139.95
1455,CA-2017-169054,1,credit_card,2,229.04
1456,CA-2014-106719,1,credit_card,3,550.26
1457,CA-2017-116855,1,credit_card,10,202.82
1458,US-2016-164189,1,credit_card,7,150.09
1459,CA-2015-168480,1,credit_card,6,359.43
1460,US-2016-114293,1,credit_card,2,273.22
1461,CA-2017-134173,1,credit_card,8,270.66
1462,US-2015-123960,1,credit_card,3,189.66
1463,US-2016-147991,1,credit_card,5,155.2
1464,CA-2017-149559,1,credit_card,1,145.65
1465,CA-2015-135174,1,credit_card,6,114.44
1466,CA-2017-125290,1,credit_card,3,177.86
1467,CA-2014-137351,1,credit_card,10,305.01
1468,CA-2017-121419,1,credit_card,2,100.85
1469,US-2017-148054,1,credit_card,1,195.13
1470,CA-2016-128517,1,credit_card,3,110.72
1471,US-2015-100377,1,credit_card,4,489.69
1472,CA-2017-131492,1,credit_card,1,384.79
1473,CA-2016-144554,1,credit_card,10,116.44
1474,CA-2017-127621,1,credit_card,2,112.03
1475,CA-2015-145184,1,credit_card,5,110.2
1476,CA-2017-106859,1,credit_card,3,128.77
1477,US-2017-120089,1,credit_card,2,292.28
1478,CA-2014-119375,1,credit_card,3,110.3
1479,CA-2016-125206,1,credit_card,1,114.73
1480,CA-2015-126137,1,credit_card,2,104.56
1481,CA-2014-143903,1,credit_card,1,176.21
1482,CA-2014-104780,1,credit_card,4,103.55
1483,CA-2017-101182,1,credit_card,4,207.61
1484,US-2017-132297,1,credit_card,8,342.02
1485,CA-2014-100328,1,credit_card,2,125.42
1486,CA-2017-118773,1,credit_card,10,1037.79
1487,US-2017-159205,1,credit_card,6,334.76
1488,CA-2016-112123,1,credit_card,5,114.14
1489,CA-2015-114468,1,credit_card,2,127.37
1490,CA-2017-135692,1,credit_card,5,124.34
1491,CA-2017-131233,1,credit_card,1,156.64
1492,CA-2017-119578,1,credit_card,1,121.45
1493,CA-2016-124562,1,credit_card,6,138.5
1494,US-2017-140074,1,credit_card,2,373.78
1495,CA-2016-103037,1,credit_card,8,518.77
1496,CA-2017-127460,1,credit_card,8,149.56
1497,CA-2016-121671,1,credit_card,4,962.31
1498,CA-2016-150350,1,credit_card,5,283.2
1499,CA-2015-121720,1,credit_card,1,109.59
1500,CA-2017-149895,1,credit_card,2,310.21
1501,CA-2017-147564,1,credit_card,2,120.38
1502,CA-2014-136399,1,credit_card,5,242.12
1503,CA-2014-107916,1,credit_card,3,148.57
1504,CA-2015-112557,1,credit_card,2,130
1505,US-2014-122959,1,credit_card,4,291.72
1506,CA-2017-162572,1,credit_card,1,132.07
1507,US-2016-148110,1,credit_card,2,187.62
1508,CA-2017-131828,1,credit_card,4,265.4
1509,CA-2014-109218,1,credit_card,2,166.11
1510,CA-2016-120558,1,credit_card,3,337.42
1511,US-2014-109036,1,credit_card,3,151.88
1512,CA-2015-147830,1,credit_card,1,150
1513,CA-2017-150497,1,credit_card,4,118.17
1514,CA-2014-128986,1,credit_card,10,160.5
1515,CA-2015-139584,1,credit_card,3,113.05
1516,US-2016-162677,1,credit_card,10,249.84
1517,US-2014-150924,1,credit_card,12,133.69
1518,CA-2014-153969,1,credit_card,2,247.84
1519,CA-2016-146682,1,credit_card,2,125.43
1520,CA-2016-138695,1,credit_card,1,133.69
1521,US-2016-133879,1,credit_card,8,224.84
1522,CA-2017-157483,1,credit_card,10,529.86
1523,US-2017-132059,1,credit_card,2,205.28
1524,CA-2017-122280,1,credit_card,1,1244.74
1525,CA-2017-105235,1,credit_card,10,423.59
1526,CA-2017-152912,1,credit_card,2,193.72
1527,CA-2014-123498,1,credit_card,3,103.13
1528,CA-2017-159352,1,credit_card,13,197.23
1529,US-2017-146416,1,credit_card,10,1980.71
1530,US-2015-163783,1,credit_card,4,112.02
1531,CA-2017-123981,1,credit_card,2,108.51
1532,CA-2017-158953,1,credit_card,3,116.94
1533,CA-2014-165428,1,credit_card,5,248.91
1534,CA-2016-169026,1,credit_card,2,522.73
1535,CA-2017-109750,1,credit_card,4,106.76
1536,CA-2015-149384,1,,1,121.76
1537,CA-2014-131527,1,credit_card,10,1083.78
1538,CA-2017-164000,1,credit_card,8,672.82
1539,CA-2014-164224,1,credit_card,10,239.51
1540,CA-2014-158372,1,credit_card,5,128.5
1541,CA-2016-108882,1,credit_card,4,162.59
1542,US-2017-108245,1,credit_card,1,184.57
1543,CA-2014-142314,1,credit_card,10,106.69
1544,CA-2017-150189,1,credit_card,10,389.99
1545,CA-2014-114433,1,credit_card,10,484.02
1546,CA-2017-104640,1,credit_card,5,231.45
1547,US-2015-137008,1,credit_card,2,138.92
1548,CA-2014-108189,1,credit_card,6,158.07
1549,CA-2014-154641,1,credit_card,2,467.8
1550,CA-2017-131625,1,credit_card,5,330.65
1551,US-2017-156356,1,credit_card,2,287.56
1552,CA-2016-138933,1,credit_card,4,1025.05
1553,CA-2016-140746,1,credit_card,2,291.37
1554,CA-2016-146836,1,credit_card,1,183.97
1555,US-2016-127971,1,credit_card,1,102.93
1556,US-2016-140809,1,credit_card,10,1223.06
1557,CA-2017-114524,1,credit_card,2,113.71
1558,CA-2017-113355,1,credit_card,2,381.22
1559,US-2017-140907,1,credit_card,2,158.3
1560,CA-2016-159730,1,credit_card,4,322.89
1561,CA-2016-157868,1,credit_card,4,147.25
1562,CA-2017-119389,1,credit_card,6,133.68
1563,CA-2017-110373,1,credit_card,1,120
1564,CA-2016-155474,1,credit_card,1,107.69
1565,CA-2015-155453,1,credit_card,3,156.99
1566,US-2016-162103,1,credit_card,1,186.82
1567,CA-2014-151554,1,credit_card,2,148
1568,CA-2014-140662,1,credit_card,3,104.12
1569,CA-2016-122518,1,credit_card,10,265.73
1570,US-2014-126571,1,credit_card,6,163.6
1571,CA-2014-143840,1,credit_card,3,103
1572,CA-2014-115980,1,credit_card,1,130.7
1573,CA-2015-155145,1,credit_card,7,216.14
1574,CA-2015-146038,1,credit_card,10,168.57
1575,CA-2017-133865,1,credit_card,1,182.29
1576,CA-2017-116358,1,credit_card,2,398.69
1577,CA-2014-102988,1,credit_card,8,349.57
1578,US-2014-117170,1,credit_card,1,266.3
1579,CA-2014-159478,1,credit_card,2,113.92
1580,CA-2014-103702,1,credit_card,10,170.14
1581,CA-2017-150525,1,credit_card,1,106.02
1582,CA-2015-157770,1,credit_card,10,102.64
1583,CA-2016-167290,1,credit_card,2,159.71
1584,CA-2014-106264,1,credit_card,8,207.55
1585,CA-2014-138023,1,credit_card,3,115.35
1586,CA-2017-113418,1,credit_card,4,107.78
1587,US-2015-110569,1,credit_card,3,171.63
1588,CA-2017-136308,1,credit_card,2,193.82
1589,US-2014-159926,1,credit_card,8,235.74
1590,CA-2014-104738,1,credit_card,6,185.88
1591,CA-2015-144386,1,credit_card,1,127.53
1592,CA-2016-111416,1,credit_card,1,121.01
1593,CA-2016-162747,1,,1,251.71
1594,US-2014-133130,1,credit_card,6,320.05
1595,CA-2017-169978,1,credit_card,8,213.6
1596,CA-2017-161739,1,credit_card,2,101.64
1597,CA-2015-165057,1,credit_card,8,193.38
1598,CA-2014-134551,1,credit_card,8,265.46
1599,CA-2015-120810,1,credit_card,1,131.16
1600,CA-2014-165309,1,credit_card,3,168.83
1601,CA-2017-122595,1,credit_card,2,258
1602,US-2017-109253,1,credit_card,3,222.62
1603,CA-2016-145982,1,credit_card,1,136.6
1604,CA-2015-112014,1,credit_card,5,506.02
1605,CA-2017-154732,1,credit_card,5,452.33
1606,US-2016-157308,1,credit_card,9,506.48
1607,CA-2016-147536,1,credit_card,2,303.87
1608,US-2014-134733,1,credit_card,8,562.03
1609,US-2014-150434,1,credit_card,12,179.55
1610,CA-2017-100335,1,credit_card,8,467.99
1611,CA-2016-139234,1,credit_card,8,205.31
1612,US-2015-142020,1,credit_card,5,136.71
1613,CA-2015-139962,1,credit_card,5,162.77
1614,CA-2016-130050,1,credit_card,2,116.45
1615,CA-2014-115161,1,credit_card,10,842.96
1616,CA-2014-165379,1,credit_card,1,106.87
1617,CA-2015-115511,1,credit_card,2,289.41
1618,CA-2016-134887,1,credit_card,1,104.72
1619,CA-2017-123778,1,credit_card,1,638.51
1620,CA-2015-161718,1,credit_card,3,152.16
1621,CA-2016-100671,1,credit_card,2,119.32
1622,CA-2017-142867,1,credit_card,10,372.08
1623,CA-2017-103156,1,credit_card,2,154.58
1624,US-2017-162208,1,credit_card,7,124.96
1625,CA-2015-130659,1,credit_card,4,105.28
1626,CA-2017-148404,1,credit_card,20,425.94
1627,CA-2017-101077,1,credit_card,4,133.69
1628,CA-2014-166471,1,credit_card,5,283.57
1629,CA-2014-105340,1,credit_card,10,755.57
1630,US-2017-131583,1,credit_card,5,160.54
1631,US-2017-148362,1,credit_card,2,166.35
1632,CA-2014-102274,1,credit_card,1,268.15
1633,CA-2015-129700,1,credit_card,2,133.18
1634,CA-2017-168739,1,credit_card,2,189.42
1635,CA-2015-152527,1,credit_card,2,154.34
1636,US-2014-150119,1,credit_card,6,208.2
1637,US-2017-150847,1,credit_card,5,317.84
1638,CA-2016-100244,1,credit_card,8,197.97
1639,CA-2016-116540,1,credit_card,1,156.73
1640,CA-2015-151841,1,credit_card,3,369.78
1641,CA-2015-150791,1,credit_card,7,530.9
1642,CA-2016-134803,1,credit_card,1,104.27
1643,CA-2015-153381,1,credit_card,1,106.6
1644,US-2017-111024,1,credit_card,3,168.33
1645,CA-2017-148264,1,credit_card,1,105.29
1646,CA-2017-131212,1,credit_card,8,469.89
1647,US-2015-100531,1,credit_card,10,117.85
1648,CA-2017-152583,1,credit_card,3,365.98
1649,CA-2015-144099,1,credit_card,4,102.37
1650,CA-2014-158337,1,credit_card,3,103.26
1651,CA-2017-168858,1,credit_card,2,107.8
1652,CA-2016-116344,1,credit_card,8,121.09
1653,CA-2015-131779,1,credit_card,8,349.93
1654,CA-2016-158869,1,credit_card,1,233.92
1655,CA-2017-102554,1,credit_card,1,165.68
1656,CA-2016-162614,1,credit_card,3,210.7
1657,CA-2014-168592,1,credit_card,3,208.46
1658,CA-2014-157609,1,credit_card,3,104.37
1659,CA-2015-153325,1,credit_card,1,146.96
1660,CA-2015-153626,1,credit_card,2,115.71
1661,CA-2016-166485,1,credit_card,7,160.67
1662,CA-2017-136448,1,credit_card,12,194.68
1663,CA-2017-114258,1,credit_card,1,250.87
1664,CA-2015-152611,1,credit_card,7,144.12
1665,CA-2016-165470,1,credit_card,3,804.72
1666,CA-2017-128699,1,credit_card,10,116.94
1667,US-2015-147242,1,credit_card,1,165.18
1668,CA-2016-146143,1,credit_card,4,266.5
1669,CA-2015-100888,1,credit_card,8,150.74
1670,US-2016-150035,1,credit_card,5,156.36
1671,CA-2017-122644,1,credit_card,3,141.74
1672,CA-2017-111815,1,credit_card,2,457.22
1673,CA-2016-144911,1,credit_card,10,623.34
1674,CA-2014-143385,1,credit_card,1,131.08
1675,CA-2014-124023,1,credit_card,6,639.01
1676,CA-2014-124688,1,credit_card,8,169.86
1677,CA-2016-151169,1,credit_card,1,137.6
1678,US-2016-134761,1,credit_card,10,322.17
1679,CA-2017-120705,1,credit_card,4,230.66
1680,CA-2015-157322,1,credit_card,7,361.16
1681,CA-2017-142034,1,credit_card,2,249.02
1682,CA-2016-107328,1,credit_card,6,806.38
1683,CA-2016-108616,1,credit_card,7,338.72
1684,CA-2017-125115,1,credit_card,2,135.71
1685,CA-2016-150945,1,credit_card,10,674.33
1686,CA-2014-166863,1,credit_card,1,149.59
1687,CA-2017-140326,1,credit_card,8,178.37
1688,CA-2016-168536,1,credit_card,1,285.96
1689,US-2016-113649,1,credit_card,6,228.11
1690,CA-2015-124975,1,credit_card,1,241.25
1691,CA-2015-168767,1,credit_card,5,163.78
1692,CA-2016-114482,1,credit_card,8,117.16
1693,CA-2016-137673,1,credit_card,3,286.59
1694,CA-2016-132731,1,credit_card,3,182.85
1695,CA-2017-148922,1,credit_card,2,274.47
1696,CA-2016-130680,1,credit_card,1,176.16
1697,CA-2015-141145,1,credit_card,3,138.22
1698,US-2016-152835,1,credit_card,3,140.08
1699,CA-2016-155565,1,credit_card,10,664.92
1700,CA-2014-110849,1,credit_card,10,1989.96
1701,CA-2016-145842,1,credit_card,8,655.6
1702,CA-2014-158771,1,credit_card,3,194.2
1703,CA-2016-157511,1,credit_card,5,539.37
1704,CA-2017-121216,1,credit_card,1,158.64
1705,CA-2017-155292,1,credit_card,10,349.08
1706,CA-2016-152555,1,credit_card,1,120.4
1707,CA-2017-107832,1,credit_card,10,172.84
1708,CA-2014-120838,1,credit_card,1,129.43
1709,CA-2017-118542,1,credit_card,9,189.16
1710,CA-2017-152737,2,credit_card,6,127.09
1711,CA-2017-109757,1,credit_card,10,184.52
1712,CA-2016-130029,1,credit_card,4,160.58
1713,CA-2017-103877,1,credit_card,5,142.92
1714,CA-2016-137176,1,credit_card,1,262.66
1715,CA-2017-168109,1,,1,130.69
1716,US-2017-126081,1,credit_card,5,852.68
1717,CA-2017-117023,1,credit_card,2,198.54
1718,CA-2015-143532,1,credit_card,8,165.7
1719,CA-2016-103163,1,credit_card,5,185.84
1720,CA-2016-104157,1,credit_card,2,109.06
1721,CA-2017-117807,1,credit_card,2,163.25
1722,CA-2015-121650,1,credit_card,2,187.53
1723,CA-2017-161823,1,credit_card,2,160.51
1724,CA-2017-121839,1,credit_card,5,680.26
1725,CA-2017-158729,1,credit_card,5,112.35
1726,CA-2017-146535,1,credit_card,3,107.78
1727,CA-2014-154186,1,credit_card,7,170
1728,CA-2016-108434,1,credit_card,3,172.48
1729,CA-2016-164154,1,credit_card,9,420.06
1730,CA-2017-148012,1,credit_card,8,285.63
1731,CA-2014-102869,1,credit_card,10,101.25
1732,CA-2017-138310,1,credit_card,4,323.82
1733,CA-2014-159835,1,credit_card,4,125.33
1734,CA-2017-112956,1,credit_card,3,169.08
1735,CA-2016-119683,1,credit_card,1,101.13
1736,CA-2014-163559,1,credit_card,10,126.07
1737,CA-2014-140228,1,credit_card,5,223.14
1738,US-2016-131674,1,credit_card,10,616.32
1739,CA-2015-110093,1,credit_card,3,192.83
1740,CA-2017-112529,1,credit_card,3,118.38
1741,CA-2016-154536,1,credit_card,6,414.86
1742,CA-2017-141929,1,credit_card,8,216.15
1743,CA-2016-109743,1,credit_card,5,371.32
1744,CA-2014-159184,1,credit_card,7,484.09
1745,CA-2014-169726,1,credit_card,2,289.79
1746,CA-2017-155957,1,credit_card,10,106.97
1747,CA-2017-132178,1,credit_card,4,212.1
1748,CA-2016-145177,1,credit_card,1,219.58
1749,CA-2014-156594,1,credit_card,10,707.68
1750,CA-2014-146528,1,credit_card,4,435.23
1751,CA-2015-168459,1,,1,166.92
1752,CA-2017-109960,1,credit_card,10,413.75
1753,CA-2017-133004,1,credit_card,10,1038.56
1754,CA-2017-168102,1,credit_card,3,308.86
1755,CA-2017-158036,1,credit_card,8,673.2
1756,CA-2015-128083,1,credit_card,1,144.8
1757,CA-2016-161676,1,credit_card,2,112.08
1758,CA-2016-155005,1,credit_card,2,107.44
1759,US-2017-129777,1,credit_card,3,175.98
1760,CA-2014-129364,1,credit_card,4,216.86
1761,CA-2016-104969,1,credit_card,8,469.2
1762,CA-2017-154109,1,credit_card,10,641.82
1763,CA-2015-156440,1,credit_card,10,184.93
1764,CA-2016-102792,1,credit_card,10,370.96
1765,CA-2016-108567,1,credit_card,5,284.42
1766,CA-2017-140760,1,credit_card,4,108.01
1767,US-2015-131359,1,credit_card,6,164.16
1768,CA-2016-142097,1,credit_card,2,193.01
1769,CA-2015-151680,1,credit_card,2,141.73
1770,CA-2014-140039,1,credit_card,3,182.61
1771,CA-2017-160416,1,credit_card,4,192.68
1772,CA-2017-169411,1,credit_card,4,244.05
1773,CA-2016-126543,1,credit_card,6,125.69
1774,CA-2015-104941,1,credit_card,4,188.51
1775,CA-2017-160087,1,credit_card,2,114.91
1776,CA-2014-120544,1,credit_card,1,102.4
1777,CA-2017-113670,1,credit_card,5,144.31
1778,CA-2017-166198,1,credit_card,2,209.41
1779,CA-2014-135608,1,credit_card,1,147.06
1780,CA-2017-144568,1,credit_card,3,112.09
1781,CA-2016-142370,1,credit_card,2,146.68
1782,CA-2016-105900,1,credit_card,3,160.62
1783,CA-2016-151155,1,credit_card,6,104.79
1784,CA-2017-144036,1,credit_card,2,115.45
1785,US-2014-169789,1,credit_card,10,610.96
1786,CA-2017-127264,1,credit_card,4,243.45
1787,CA-2016-151512,1,credit_card,10,4513.32
1788,CA-2016-165169,1,credit_card,5,239.06
1789,CA-2015-109575,1,credit_card,5,243.57
1790,CA-2017-168193,1,credit_card,8,343.71
1791,CA-2016-115476,1,credit_card,2,154.74
1792,CA-2016-133340,1,credit_card,2,234.22
1793,CA-2016-137848,1,credit_card,5,119.02
1794,CA-2014-113047,1,credit_card,5,301.35
1795,CA-2016-149979,1,credit_card,2,245.35
1796,CA-2017-161956,1,credit_card,4,234.16
1797,CA-2016-116799,1,credit_card,9,1021.07
1798,CA-2016-111283,1,credit_card,3,163.79
1799,CA-2015-167745,1,credit_card,10,234.18
1800,CA-2017-104577,1,credit_card,8,455.36
1801,CA-2016-156251,1,credit_card,13,135.17
1802,CA-2017-125878,1,credit_card,2,115.55
1803,CA-2016-163153,1,credit_card,3,266.96
1804,CA-2015-103205,1,credit_card,7,103.93
1805,CA-2016-155530,1,credit_card,2,123.56
1806,US-2016-101196,1,credit_card,1,278.33
