id,order_id,product_id,product_name,sales_amt,qty,discount,profit_amt
668,CA-2017-132682,OFF-ST-10003324,Belkin OmniView SE Rackmount Kit,212.88,6,0,0
1574,US-2014-157385,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",203.983,2,0.15,16.7986
9228,CA-2017-140515,OFF-ST-10000419,"Rogers Jumbo File, Granite",40.74,3,0,0.4074
542,CA-2016-136924,OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",11.67,3,0,3.0342
4812,CA-2016-121370,TEC-PH-10000439,GE DSL Phone Line Filter,39.99,1,0,11.5971
7416,US-2016-114013,OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28,2,0,6.512
652,CA-2016-132661,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",782.94,3,0,203.5644
8721,CA-2016-120824,OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,242.48,7,0,116.3904
7385,CA-2016-105732,FUR-FU-10003981,Eldon Wave Desk Accessories,8.32,5,0.2,2.288
5063,CA-2015-136798,OFF-FA-10001561,Stockwell Push Pins,10.464,6,0.2,1.7004
2718,CA-2014-100006,OFF-BI-10004230,GBC Recycled Grain Textured Covers,82.896,3,0.2,29.0136
3662,CA-2016-155005,OFF-PA-10000350,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,4,0,16.0928
2736,CA-2015-115798,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1573.488,7,0.2,196.686
2860,CA-2017-138975,OFF-PA-10000994,Xerox 1915,335.52,4,0.2,117.432
3210,CA-2016-108882,OFF-BI-10002867,GBC Recycled Regency Composition Covers,23.912,2,0.8,-40.6504
5659,CA-2016-145261,OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",27.056,2,0.2,2.3674
9604,CA-2016-129861,TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,559.992,1,0.2,174.9975
6985,CA-2016-116526,OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,9.324,6,0.8,-24.7086
8311,CA-2014-168312,OFF-PA-10000806,Xerox 1934,111.96,2,0,54.8604
385,US-2015-168935,OFF-LA-10002195,Avery 481,21.56,7,0,10.3488
3230,CA-2014-154641,OFF-BI-10003719,Large Capacity Hanging Post Binders,124.75,5,0,57.385
4944,CA-2017-106782,OFF-AR-10001315,Newell 310,5.28,3,0,1.5312
566,CA-2017-137099,TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",91.96,4,0,39.5428
8354,CA-2017-132199,OFF-EN-10003134,Staple envelope,9.344,1,0.2,3.504
3999,CA-2015-105627,OFF-AR-10001955,Newell 319,79.36,5,0.2,9.92
7387,CA-2016-105732,FUR-TA-10001039,KI Adjustable-Height Table,171.96,2,0,44.7096
8364,CA-2017-147207,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",35.352,9,0.2,12.8151
6609,CA-2016-148852,OFF-LA-10001641,Avery 518,18.9,6,0,9.072
878,CA-2016-116736,OFF-AR-10003732,Newell 333,2.78,1,0,0.7228
2261,CA-2015-117611,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,1044.63,5,0.4,-295.9785
6374,CA-2017-143035,OFF-PA-10004000,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11.352,3,0.2,4.1151
6840,CA-2017-107517,OFF-ST-10001370,Sensible Storage WireTech Storage Systems,354.9,5,0,17.745
41,CA-2015-117415,TEC-PH-10004539,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.576,3,0.2,39.6879
1866,US-2017-116659,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,21.48,3,0.2,-0.2685
2665,CA-2016-164784,OFF-BI-10000088,GBC Imprintable Covers,8.784,4,0.8,-13.6152
8467,CA-2015-101000,OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3,0,60.2553
704,CA-2015-142027,OFF-AR-10003504,Newell 347,12.84,3,0,3.7236
611,CA-2016-161816,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,603.92,5,0.2,-67.941
5992,US-2017-163300,OFF-EN-10003160,Pastel Pink Envelopes,21.84,3,0,10.4832
9099,CA-2017-152933,TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard,29.99,1,0,6.2979
9545,CA-2015-135251,FUR-CH-10000595,Safco Contoured Stacking Chairs,381.44,2,0.2,23.84
7207,CA-2017-137414,TEC-PH-10000169,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68,3,0.2,-9.153
3747,CA-2016-149979,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",763.28,5,0.3,-21.808
6420,CA-2016-140130,OFF-ST-10002406,Pizazz Global Quick File,23.952,2,0.2,2.3952
2943,CA-2017-155880,OFF-PA-10001526,Xerox 1949,4.98,1,0,2.4402
5882,CA-2016-133935,OFF-AP-10004336,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",170.88,3,0,49.5552
8260,CA-2016-118101,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,307.98,2,0,89.3142
1778,CA-2015-105347,FUR-TA-10002607,KI Conference Tables,382.806,9,0.4,-153.1224
6855,US-2017-162670,OFF-ST-10000642,"Tennsco Lockers, Gray",41.96,2,0,2.9372
2433,CA-2014-148586,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,1217.568,2,0.2,456.588
7002,CA-2015-104871,FUR-FU-10002157,Artistic Insta-Plaque,47.04,3,0,18.3456
8505,CA-2016-109400,FUR-FU-10001706,Longer-Life Soft White Bulbs,6.16,2,0,2.9568
8396,CA-2016-142594,TEC-PH-10000984,Panasonic KX-TG9471B,979.95,5,0,274.386
4791,CA-2015-104346,OFF-PA-10001357,Xerox 1886,143.7,3,0,68.976
2325,CA-2015-109470,OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10.65,3,0,5.0055
9059,CA-2015-149097,TEC-AC-10002600,Belkin QODE FastFit Bluetooth Keyboard,247.8,4,0,34.692
7254,CA-2016-152730,OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,10.96,4,0,2.9592
3883,CA-2015-129896,OFF-AR-10001221,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",33.488,7,0.2,5.8604
3375,CA-2015-161718,OFF-FA-10002988,Ideal Clamps,8.04,5,0.2,2.9145
7055,CA-2016-165330,FUR-BO-10000362,Sauder Inglewood Library Bookcases,359.058,3,0.3,-35.9058
1426,CA-2015-124800,FUR-CH-10004540,Global Chrome Stack Chair,47.992,2,0.3,-2.0568
5238,CA-2014-166744,FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,547.3,13,0,175.136
1160,CA-2017-147039,OFF-PA-10000308,Xerox 1901,16.896,4,0.2,5.28
1085,US-2016-143819,OFF-SU-10001165,Acme Elite Stainless Steel Scissors,6.672,1,0.2,0.5004
7508,CA-2014-115889,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,4,0.2,8.6744
8303,US-2017-167318,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,15.992,2,0.6,-13.993
1848,CA-2017-128370,FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",211.96,2,0,42.392
7949,CA-2014-131009,OFF-AR-10003251,Prang Drawing Pencil Set,6.672,3,0.2,1.668
9913,CA-2015-132388,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",155.94,6,0,45.2226
3467,US-2015-147242,TEC-PH-10004700,PowerGen Dual USB Car Charger,39.96,5,0.2,12.987
4505,US-2014-138247,OFF-AR-10000823,Newell 307,5.46,3,0,1.5288
254,CA-2016-146941,OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,73.2,5,0,21.228
3377,CA-2015-161718,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",5.84,1,0.2,1.971
4397,CA-2016-148740,OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4,0,10.224
6352,CA-2017-161130,OFF-BI-10000591,Avery Binder Labels,9.336,3,0.2,3.2676
1756,CA-2015-135622,FUR-BO-10000362,Sauder Inglewood Library Bookcases,290.666,2,0.15,27.3568
3727,CA-2016-165169,TEC-PH-10000441,VTech DS6151,201.584,2,0.2,20.1584
5976,CA-2017-102155,TEC-PH-10002726,netTALK DUO VoIP Telephone Service,83.984,2,0.2,31.494
6240,CA-2015-134075,OFF-ST-10003306,Letter Size Cart,1000.02,7,0,290.0058
321,CA-2014-164973,TEC-AC-10004855,V7 USB Numeric Keypad,83.976,3,0.2,-13.6461
3050,CA-2017-121419,OFF-LA-10002787,Avery 480,3.75,1,0,1.8
5625,CA-2016-121748,OFF-LA-10002043,Avery 489,41.4,4,0,19.872
3354,US-2014-150434,OFF-AR-10001915,Peel-Off China Markers,29.79,3,0,12.5118
3922,CA-2016-110044,OFF-ST-10000352,Acco Perma 2700 Stacking Storage Drawers,59.48,2,0,8.922
2409,CA-2017-144589,OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",6.69,1,0,3.0774
2263,CA-2017-122994,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,2,0,99.23
2726,CA-2017-149888,OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",786.48,8,0,385.3752
8064,CA-2016-132997,OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",23.168,2,0.2,7.8192
4768,CA-2015-123155,TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,50,2,0,10.5
6741,CA-2014-144029,TEC-PH-10002922,ShoreTel ShorePhone IP 230 VoIP phone,675.96,5,0.2,84.495
5080,US-2017-133312,TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,1265.85,3,0,556.974
8713,US-2015-145422,OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",523.25,5,0,141.2775
748,CA-2014-124429,FUR-CH-10001270,Harbour Creations Steel Folding Chair,517.5,6,0,155.25
9365,CA-2017-111591,FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",17.92,5,0.2,2.464
1595,CA-2015-118423,OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,41.256,6,0.7,-34.38
1724,US-2015-123218,OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,1006.056,3,0.2,88.0299
6825,CA-2015-154291,OFF-PA-10002986,Xerox 1898,10.688,2,0.2,3.7408
5385,CA-2017-161410,OFF-PA-10004451,Xerox 222,10.368,2,0.2,3.6288
5449,US-2014-119081,OFF-ST-10000649,Hanging Personal Folder File,25.12,2,0.2,1.57
5709,US-2015-160857,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,58.112,2,0.2,7.264
8243,CA-2014-109855,OFF-PA-10001166,Xerox 2,15.552,3,0.2,5.4432
3890,CA-2014-100895,OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,669.08,5,0.2,-167.27
6664,CA-2017-162173,TEC-PH-10000038,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,438.336,4,0.2,-87.6672
6921,CA-2017-121706,OFF-PA-10002689,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),19.44,3,0,9.3312
1095,CA-2015-165085,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,0,4.4344
5751,CA-2014-145800,OFF-PA-10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.7,2,0,5.842
5671,CA-2015-141012,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,41.37,3,0,17.3754
803,CA-2016-136133,OFF-FA-10003112,Staples,12.624,2,0.2,3.945
6151,US-2016-106600,OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,1247.64,3,0,349.3392
8333,CA-2016-153269,TEC-CO-10001766,Canon PC940 Copier,3149.93,7,0,1480.4671
1565,CA-2014-116239,OFF-PA-10004359,Multicolor Computer Printout Paper,209.7,2,0,100.656
3755,CA-2017-161956,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,35.36,2,0.2,-3.094
7246,CA-2017-145807,OFF-FA-10001135,"Brites Rubber Bands, 1 1/2 oz. Box",3.168,2,0.2,-0.7128
5765,CA-2015-117772,OFF-BI-10004224,Catalog Binders with Expanding Posts,121.104,6,0.7,-100.92
5228,CA-2016-119865,TEC-PH-10003357,Grandstream GXP2100 Mainstream Business Phone,45.894,1,0.4,-9.1788
8610,CA-2014-151946,OFF-PA-10004475,Xerox 1940,109.92,2,0,53.8608
3911,CA-2015-167010,OFF-PA-10003001,Xerox 1986,13.36,2,0,6.4128
912,CA-2017-137596,OFF-ST-10003442,Eldon Portable Mobile Manager,169.68,6,0,45.8136
5591,CA-2016-115224,TEC-AC-10003832,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52,4,0,54.3332
4552,US-2014-165862,OFF-FA-10000611,Binder Clips by OIC,2.96,2,0,1.4208
2014,CA-2016-145905,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",8.448,2,0.2,2.9568
2683,CA-2017-127026,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,3,0,9.594
2727,CA-2017-149888,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",34.79,7,0,10.7849
7555,CA-2014-114181,TEC-PH-10004922,RCA Visys Integrated PBX 8-Line Router,160.776,3,0.2,10.0485
3209,CA-2016-108882,OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",88.752,3,0.2,27.735
788,CA-2015-154620,OFF-BI-10002072,Cardinal Slant-D Ring Binders,13.904,2,0.2,5.214
1384,US-2016-108504,TEC-PH-10002549,Polycom SoundPoint IP 450 VoIP phone,677.58,5,0.4,-158.102
9091,US-2017-148831,OFF-BI-10002353,GBC VeloBind Cover Sets,13.896,3,0.7,-9.264
5378,CA-2014-125542,OFF-ST-10001325,Sterilite Officeware Hinged File Box,41.92,5,0.2,3.668
1096,CA-2017-160423,TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,297.576,3,0.2,-7.4394
1797,US-2017-139465,OFF-FA-10002676,Colored Push Pins,4.344,3,0.2,0.8688
3145,US-2016-148110,TEC-AC-10003023,Logitech G105 Gaming Keyboard,94.992,2,0.2,-2.3748
7368,CA-2016-127243,OFF-PA-10000167,Xerox 1925,74.352,3,0.2,23.235
5021,CA-2017-136511,OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",14.04,3,0.2,1.5795
5374,CA-2015-118738,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,1018.104,4,0.4,-373.3048
4002,CA-2014-116834,TEC-PH-10002185,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,16.68,3,0.2,5.2125
2441,CA-2016-146934,TEC-AC-10001013,Logitech ClearChat Comfort/USB Headset H390,58.58,2,0,19.3314
8974,CA-2017-159226,TEC-PH-10002726,netTALK DUO VoIP Telephone Service,167.968,4,0.2,62.988
6779,US-2016-147711,OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",196.62,2,0,96.3438
4184,US-2017-136868,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,21.936,2,0.6,-10.4196
4868,CA-2017-122490,OFF-BI-10000088,GBC Imprintable Covers,6.588,3,0.8,-10.2114
8246,US-2014-143581,OFF-ST-10000604,Home/Office Personal File Carts,104.28,3,0,26.07
8711,CA-2014-119144,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),17.94,3,0,8.7906
4715,CA-2017-121643,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",64.784,1,0.2,-14.5764
9194,CA-2015-141810,TEC-PH-10003589,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,32.382,3,0.4,4.3176
7917,CA-2015-110891,FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,42.368,2,0.2,8.4736
8453,CA-2016-125087,TEC-MA-10004679,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,399.54,4,0.7,-559.356
3016,US-2015-138919,OFF-PA-10000176,Xerox 1887,18.97,1,0,9.1056
4474,CA-2017-121300,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,3,0,6.2244
1130,CA-2016-112102,OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",99.28,2,0.2,12.41
7892,CA-2016-148684,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,1.188,2,0.7,-0.99
6070,CA-2017-166695,OFF-BI-10002414,GBC ProClick Spines for 32-Hole Punch,7.518,2,0.7,-5.7638
3076,CA-2014-143903,OFF-PA-10000788,Xerox 210,10.368,2,0.2,3.6288
1393,US-2016-108504,FUR-FU-10004306,Electrix Halogen Magnifier Lamp,310.88,2,0.2,23.316
7238,CA-2016-164924,FUR-TA-10001539,Chromcraft Rectangular Conference Tables,853.092,6,0.4,-227.4912
7681,CA-2014-133592,OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",33.45,5,0,15.387
8803,CA-2016-140935,OFF-BI-10004182,Economy Binders,10.4,5,0,5.096
3317,CA-2017-161739,FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,21.88,5,0.2,6.2905
2052,CA-2015-142237,TEC-AC-10003133,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,13.616,2,0.2,3.5742
472,CA-2014-144666,TEC-AC-10002006,Memorex Micro Travel Drive 16 GB,63.96,4,0,19.8276
9710,CA-2016-161746,OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,14.46,3,0,7.0854
6150,CA-2017-101322,TEC-PH-10002726,netTALK DUO VoIP Telephone Service,104.98,2,0,52.49
7364,CA-2016-127243,OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,2,0,31.0184
174,CA-2014-118962,OFF-LA-10002381,Avery 497,21.56,7,0,10.3488
5278,CA-2014-113859,FUR-TA-10004086,KI Adjustable-Height Table,515.88,6,0,113.4936
110,CA-2015-129476,OFF-BI-10000320,GBC Plastic Binding Combs,11.808,2,0.2,4.2804
2534,CA-2014-111500,FUR-CH-10000595,Safco Contoured Stacking Chairs,1931.04,9,0.1,321.84
7219,CA-2015-150770,OFF-PA-10000349,Easy-staple paper,9.96,2,0,4.6812
6338,CA-2016-165995,OFF-FA-10001843,Staples,12.35,5,0,5.8045
7275,CA-2015-144519,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",9.702,3,0.7,-7.1148
9770,CA-2016-123533,OFF-BI-10003638,GBC Durable Plastic Covers,11.61,2,0.7,-9.288
4076,CA-2017-108112,OFF-LA-10003077,Avery 500,43.86,6,0,20.6142
5999,US-2014-112991,TEC-PH-10003505,Geemarc AmpliPOWER60,148.48,2,0.2,16.704
1205,CA-2016-114727,OFF-PA-10003424,"""While you Were Out"" Message Book, One Form per Page",7.42,2,0,3.71
1733,US-2016-131149,FUR-CH-10003061,"Global Leather Task Chair, Black",71.992,1,0.2,-0.8999
6355,US-2015-109015,OFF-AR-10003514,4009 Highlighters by Sanford,19.9,5,0,6.567
7880,CA-2016-155747,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1702.12,14,0,510.636
9042,CA-2014-114335,OFF-PA-10004405,Rediform Voice Mail Log Books,14.304,6,0.2,5.0064
987,CA-2017-100314,FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,765.625,7,0.5,-566.5625
3777,US-2014-102715,FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,307.666,2,0.15,-14.4784
8195,CA-2015-141327,OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,7.712,2,0.2,2.7956
7630,CA-2014-162089,OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,242.9,5,0,70.441
1547,CA-2015-111395,OFF-ST-10004123,Safco Industrial Wire Shelving System,454.9,5,0,0
822,CA-2014-140858,FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,35.92,4,0,15.0864
8820,CA-2015-142930,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",39.76,8,0,12.3256
3638,CA-2016-145177,OFF-BI-10002824,Recycled Easel Ring Binders,47.744,4,0.2,14.92
1414,CA-2014-146640,TEC-PH-10001061,Apple iPhone 5C,159.984,2,0.2,11.9988
4939,CA-2014-157147,TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,255.968,4,0.2,51.1936
5246,CA-2016-156265,FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",359.058,3,0.3,-71.8116
5766,US-2014-126340,OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,434.352,3,0.2,43.4352
6655,CA-2017-135937,OFF-AP-10002906,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,3.552,2,0.2,0.444
4478,CA-2017-130211,OFF-AP-10003860,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,88.832,4,0.2,7.7728
2010,CA-2014-116407,FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.35,5,0.4,-69.89
3796,US-2014-117163,TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,100,4,0,21
792,CA-2015-115938,OFF-LA-10001045,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,7.83,3,0,3.6018
9258,CA-2014-168368,OFF-PA-10001457,White GlueTop Scratch Pads,96.256,8,0.2,31.2832
6422,CA-2016-140130,OFF-PA-10001804,Xerox 195,10.688,2,0.2,3.7408
9756,CA-2017-113705,OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,0.2,-33.804
5240,CA-2016-116561,OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,154.24,4,0.2,17.352
6508,US-2016-128909,OFF-AP-10002082,Holmes HEPA Air Purifier,34.848,2,0.2,6.534
6156,CA-2017-151484,TEC-PH-10003442,Samsung Replacement EH64AVFWE Premium Headset,22,5,0.2,1.375
4230,CA-2017-100223,OFF-AR-10002833,Newell 322,4.368,3,0.2,0.3822
5451,US-2014-119081,OFF-ST-10001325,Sterilite Officeware Hinged File Box,31.44,3,0,8.4888
5725,CA-2014-103191,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,17.9,2,0,3.401
7727,CA-2016-113978,TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,5,0,46.602
7202,CA-2016-104276,OFF-LA-10000262,Avery 494,20.88,8,0,9.6048
9900,US-2014-117380,OFF-PA-10004355,Xerox 231,20.736,4,0.2,7.2576
2229,CA-2016-139157,FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",7.168,2,0.2,0.9856
642,CA-2017-167913,OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,11.168,2,0.2,-2.5128
3555,CA-2014-120838,TEC-AC-10001142,First Data FD10 PIN Pad,442.4,7,0.2,-55.3
6196,CA-2017-113453,OFF-AR-10002656,Sanford Liquid Accent Highlighters,13.36,2,0,4.9432
5353,CA-2016-123932,OFF-BI-10000138,Acco Translucent Poly Ring Binders,11.232,8,0.7,-8.2368
3307,CA-2014-104738,OFF-PA-10004947,Easy-staple paper,10.272,3,0.2,3.21
5998,CA-2016-162187,OFF-PA-10003543,Xerox 1985,10.368,2,0.2,3.6288
6537,CA-2014-169684,OFF-AR-10002221,12 Colored Short Pencils,6.24,3,0.2,0.546
5176,CA-2017-106432,FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,206.962,2,0.3,-32.5226
265,CA-2016-125318,FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,9.46,2,0,3.6894
6128,CA-2016-124100,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",559.62,9,0,151.0974
2594,CA-2017-128300,OFF-PA-10004475,Xerox 1940,109.92,2,0,53.8608
598,CA-2014-131450,OFF-PA-10003893,Xerox 1962,8.56,2,0,3.852
6291,US-2015-139675,OFF-PA-10000100,Xerox 1945,360.712,11,0.2,130.7581
3024,CA-2017-124674,TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,1718.4,6,0.2,150.36
6551,CA-2015-126739,OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,41.568,6,0.8,-66.5088
9722,CA-2016-105781,TEC-AC-10001013,Logitech ClearChat Comfort/USB Headset H390,46.864,2,0.2,7.6154
4543,CA-2017-113474,OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",19.536,3,0.2,4.884
7627,US-2015-159499,FUR-BO-10000330,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,4,0.15,-4.8392
2087,CA-2016-140501,OFF-BI-10001900,"DXL Angle-View Binders with Locking Rings, Black",28.752,6,0.2,9.7038
3247,US-2017-140907,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.199,3,0.15,-20.6964
7801,CA-2017-157413,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",35.06,2,0,10.518
4323,US-2015-147662,OFF-LA-10004484,Avery 476,4.13,1,0,1.8998
9522,CA-2014-169446,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,109.8,9,0,46.116
903,CA-2017-132353,OFF-LA-10002034,Avery 478,9.82,2,0,4.8118
6161,CA-2014-103989,OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",7.644,4,0.7,-5.8604
2754,CA-2015-155306,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,51.465,5,0.7,-39.4565
5534,US-2016-167472,OFF-SU-10001935,Staple remover,6.976,4,0.2,-1.3952
907,CA-2017-143259,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,12.222,7,0.8,-20.1663
2112,CA-2015-164882,OFF-ST-10004337,"SAFCO Commercial Wire Shelving, 72h",97.984,2,0.2,-24.496
2561,CA-2015-147788,TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,62.4,6,0.2,19.5
2637,CA-2015-162369,OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",20.86,2,0,9.387
4277,CA-2017-151358,OFF-ST-10000877,Recycled Steel Personal File for Standard File Folders,497.61,9,0,129.3786
9680,CA-2015-130113,OFF-AR-10004752,Blackstonian Pencils,5.34,2,0,1.4952
876,CA-2016-116736,OFF-LA-10000452,Avery 488,3.15,1,0,1.512
4147,CA-2015-136196,OFF-PA-10000675,Xerox 1919,368.91,9,0,180.7659
9064,US-2014-151015,OFF-AR-10003045,Prang Colored Pencils,14.7,5,0,6.615
